count,id,title,longitude,latitude,elevation
24,215,"Malibu, Getty Museum",-118.4980744,34.0963058,0
1,220,"Manchester, Owen's College Museum",-2.2488272,53.480379,0
2,221,"Marlborough, Marlborough College",-1.7335344,51.4190007,0
107,222,"Marseille, Musée d’Archéologie Méditerranéenne",5.3678509,43.3001568,0
5,223,"Mendig, Kloster Maria Laach",7.2816451,50.37076649999999,0
11,225,"Melbourne, University",144.9632307,-37.8142155,0
412,227,"Milan, Università Cattolica",9.1741111,45.4616266,0
1,228,"Milan, Private collection Treccani degli Alfieri",12.5983009,42.7819393,0
447,229,"Milan, Università Statale",9.194493999999999,45.4610862,0
8,231,"Montreal, McGill University",-71.38856899999999,46.7907719,0
367,234,"Moscow, Pushkin Museum of Fine Arts",32.1650908,56.91638649999999,0
382,235,"Munich, Bayerische Staatsbibliothek",11.5821606,48.1447027,0
135,236,"Munich, Institut für Ägyptologie und Koptologie",11.56634,48.14435,0
89,237,"Munich, Staatliches Museum Ägyptischer Kunst",11.5695525,48.1440989,0
1070,240,"Naples, Museo Archeologico Nazionale",14.2511146,40.85343450000001,0
581,245,"New York, Columbia University",-73.9633875,40.8064022,0
10,246,"New York, General Theological Seminary",-74.0037443,40.7456308,0
757,247,"New York, Metropolitan Museum of Art (Egyptian)",-73.9521468,40.77664120000001,0
90,249,"New York, New York University, Fales Library",-73.9964609,40.72951339999999,0
596,250,"New York, Pierpont Morgan Library",-73.9813041,40.7491829,0
1,251,"New York, Private collection Fletcher",-73.95949399999999,40.6528762,0
13,253,"New York, Union Theological Seminary",-73.9542245,40.8073044,0
10,256,"Norfolk, Private collection Amherst",-1.1743197,52.3555177,0
7,260,"Oslo, Private collection Eitrem",10.7522454,59.9138688,0
111,261,"Oslo, Private collection Schøyen",-1.1743197,52.3555177,0
325,262,"Oslo, University Library",10.7522454,59.9138688,0
4565,264,"Oxford, Sackler Library, Papyrology Rooms",-1.2614006,51.7554357,0
38,266,"Oxford, Private collection Sayce",-1.2577263,51.7520209,0
14,267,"Cambridge, St John's College",0.1181616,52.2080475,0
75,269,"Padua, Università",11.87147,45.408055,0
825,270,"Paris, Bibliothèque Nationale",2.3384118,48.8672911,0
1,271,"Paris, École Pratique des Hautes Études",2.3293709,48.8587514,0
346,272,"Paris, Académie des Inscriptions et des Belles Lettres",2.3522219,48.856614,0
946,275,"Paris, Sorbonne, Institut de Papyrologie",2.2650253,48.84538569999999,0
6,281,"Philadelphia, Center for Advanced Judaic Studies",-75.1486939,39.9473978,0
417,282,"Pisa, Università",10.3999404,43.7183916,0
5,284,"Pommersfelden, Bibliothek Graf von Schönborn",10.821654,49.7649714,0
34,289,"Prague, Private collection Wessely",16.3738189,48.2081743,0
410,291,"Princeton, University Library",-74.657856,40.340189,0
2,292,"Pullman, Washington State University",-117.1542743,46.7287207,0
10,294,"Ravenna, Museo Arcivescovile",12.1963308,44.4159138,0
1,295,"Repton, School Library",-1.549,52.838,0
2,296,"Tallinn, Estonian History Museum",24.7372204,59.4402187,0
25,298,"Rochester, Ambrose Swasey Library",-77.598395,43.131874,0
3,299,"Rotterdam, Taxation Museum",4.4811111,51.9216667,0
2,301,"Rugby, Rugby School",-1.265032,52.370878,0
2,302,"Rutland, Uppingham School",-0.639643,52.6583014,0
334,304,"Barcelona, Palau-Ribes",2.090957,41.46573550000001,0
2,305,"Sandy Lodge, Merchant Taylors' School",-1.1743197,52.3555177,0
2,306,"Shrewsbury, Shrewbury School",-2.7037501,52.5864845,0
12,308,"Siracusa, Museo del Papiro",15.2858101,37.0755571,0
1,311,"St Andrews, St Leonard's School",-2.7965,56.339316,0
12,312,"St Andrews, University",-2.8000029,56.3404696,0
13,314,"St Louis, Art Museum",-90.2347054,38.63807329999999,0
112,315,"St Louis, Washington University",-96.861837,35.0724813,0
53,320,"Stanford, University Libraries",-122.1660756,37.42410599999999,0
2,321,"Stockholm, Royal Academy",13.75,61.883056,0
1,323,"Stuttgart, Private collection Krämer",9.181758799999999,48.7754181,0
57,327,"Tallahassee, Florida State University",-84.2883519,30.4407853,0
37,332,"Toledo, Museum of Art",-83.54366259999999,41.6411077,0
2,333,"Tonbridge, School Library",0.27568,51.195043,0
27,336,"Toronto, Victoria University",-85.3232139,51.253775,0
81,337,"Trier, Universität, Papyrologie",6.6371433,49.749992,0
64,338,"Trieste, Private collection Daris",13.7754578,45.64574090000001,0
151,339,"Tripoli, Jamahiriya Museum",13.19,32.8802,0
36,341,"Turku, University",22.2666303,60.4518126,0
24,343,"Uppsala, University Library",13.483333,56.55,0
398,344,"Uppsala, Victoria Museum",13.483333,56.55,0
8,346,"Utrecht, University Library",5.1731181,52.08426060000001,0
457,348,"Rome, Vatican, Biblioteca del Vaticano",12.4801802,41.8723889,0
42,351,"Warsaw, Department of Papyrology",21.0122287,52.2296756,0
18,353,"Washington, Smithsonian, Library",-77.0249961,38.8997821,0
50,354,"Wellesley, Wellesley College",-71.29238769999999,42.296797,0
5,355,"Wellington, Dominion Museum",174.7762442,-41.2864257,0
9,361,"Vienna, Private collection Junker",16.3738189,48.2081743,0
2,363,"Wigan, Central Library",-2.6292648,53.5440415,0
11,364,"Williamstown, Williams College Library",-73.2037177,42.7120249,0
8,365,"Winchester, College Library",-1.3277029,51.0596373,0
9,366,"Windsor, Eton College",-1.2814014,51.4659863,0
5,367,"Worcester, Cathedral Library",-2.2203423,52.1880493,0
4,368,"Wroclaw, University Library",17.0385376,51.1078852,0
100,369,"Würzburg, Universität",9.9668825,49.7815777,0
1,371,"York, Ampleforth Abbey",-1.1743197,52.3555177,0
68,374,"Zürich, Universität",8.5488991,47.3753322,0
1,381,"Oxford, St John’s College",-1.2604732,51.7578255,0
7,382,"Tbilisi, Private collection Maximova",44.827096,41.7151377,0
1,386,"New Jersey, Private collection Lampros",-74.4056612,40.0583238,0
1,390,"Oxford, Heythrop",-1.490254,51.9469459,0
1,391,"Erbach, Schlossmuseum",8.99288,49.65767,0
2,392,"Cairo, Agricultural Museum",31.2357116,30.0444196,0
4,394,"London, Victoria and Albert Museum",-0.1254872,51.508515,0
1,395,"Verviers, Musée d'Archéologie",5.8685021,50.594634,0
4,396,"Paris, Private collection Amiens",2.3522219,48.856614,0
1,397,"Arnhem, Private collection Henneman",5.898729599999999,51.9851034,0
150,398,"Boston, Museum of Fine Arts",-71.0898892,42.339904,0
41,399,"Brussels, Private collection Hombert",4.3517103,50.8503396,0
27,400,"Brussels, Private collection Melaerts",4.3517103,50.8503396,0
25,401,"Budapest, Museum of Fine Arts",19.0001399,47.405208,0
436,403,"Cairo, Egyptian Library",31.2357116,30.0444196,0
34,404,"Cordoba, Archaeological Museum",-4.7780442,37.8819614,0
1,408,"Florence, Private collection Anti",11.2480006,43.7710332,0
108,412,"London, University College, Dept. of Greek and Latin",-1.1743197,52.3555177,0
4,413,"Pisa, Private collection Bresciani",10.4016888,43.7228386,0
4,414,"Paris, Private collection Claude",2.3522219,48.856614,0
2,416,"Freiburg, Private collection Hess",7.145568300000001,46.8016663,0
1,417,"Strasbourg, Private collection Forrer",7.747882,48.583148,0
4,420,"Paris, Private collection Leconte",2.3522219,48.856614,0
1,422,"Paris, Private collection Despras",2.3522219,48.856614,0
1,423,"Dundee, Albert Institute",-2.9784762,56.4572091,0
44,424,"Tübingen, Ägyptische Sammlung",9.052389999999999,48.51989,0
5,426,"Figeac, Musée Champollion",2.034609,44.60998499999999,0
7,427,"Leiden, Private collection Fatatri",4.4970097,52.1601144,0
2,428,"Leiden, Private collection Pestman",4.4970097,52.1601144,0
1,429,"Strasbourg, Private collection J. Schwartz",7.747882,48.583148,0
24,431,"Padua, Museo Civico",11.8806823,45.3995267,0
1,433,"San Francisco, Private collection Reeder",-122.4194155,37.7749295,0
3,437,"Amsterdam, Private collection Boswinkel",4.895167900000001,52.3702157,0
8,438,"Vienna, Private collection Fackelmann",14.41827,48.05009,0
24,439,"UK, Private collection Gardiner",-1.1743197,52.3555177,0
2,442,"Newton, Private collection Rendell",-71.20922139999999,42.3370413,0
1,447,"Stockholm, Private collection Pääbo",13.75,61.883056,0
34,449,"Vienna, Private collection Barbara Harrauer",16.3738189,48.2081743,0
12,451,"Tanta, Museum",31.0003757,30.78650859999999,0
41,452,"Strasbourg, Institut d'Égyptologie",7.766454499999999,48.5790692,0
1,454,"Berlin, Private collection Blanckertz",13.404954,52.52000659999999,0
1,457,"Amsterdam, Private collection van Leer",4.895167900000001,52.3702157,0
17,461,"Berkeley, Hearst Museum",-122.2551518,37.869853,0
6,462,"Basel, Museum der Kulturen",7.5906549,47.5572244,0
2,464,"Columbia, University of Missouri",-92.3738037,38.9331391,0
261,468,"Edinburgh, National Museum of Scotland",-3.1883838,55.94772010000001,0
2,469,"Freiburg, Adelhausermuseum",7.852735999999999,47.993828,0
2,471,"Helsinki, National Library",21.4388308,60.60845039999999,0
2,472,"Kansas City, Nelson-Atkins Museum",-94.58092839999999,39.0449506,0
90,475,"Karlsruhe, Badisches Landesmuseum",8.4033125,49.01088009999999,0
14,476,"Ktima, Paphos District Museum",32.4920088,34.9164594,0
3,477,"Lausanne, Musée d’Archéologie",6.633597099999999,46.5199617,0
3,478,"Lausanne, Musée des Beaux-Arts",6.633837799999999,46.523603,0
5,479,"Limassol, Archaeological Museum",33.0226174,34.7071301,0
7,480,"Linköping, Östergötlands Museum",15.6213727,58.41080700000001,0
17,482,"Aix-en-Provence, Musée Granet",5.447426999999999,43.529742,0
2,483,"Albi, Private collection Ramond",2.146343,43.926896,0
1,484,"Cairo, Private collection Farouk",31.2357116,30.0444196,0
1,485,"Cairo, Private collection Clot-Bey",31.2357116,30.0444196,0
1,486,"Geneva, Private collection Huth",6.142296099999999,46.1983922,0
1,487,"Rome, Liceo Linguistico",12.493587,41.9083922,0
76,488,"Liverpool, World Museum",-2.9799463,53.40944,0
3,490,"Lyon, Musée d'Histoire Naturelle",4.848125,45.77459959999999,0
2,491,"Lyon, Musée Guimet",4.848125,45.77459959999999,0
49,492,"Lyon, Musée des Beaux-Arts",4.8280831,45.7712918,0
4,494,"New York, Private collection Feuardent",-93.9268836,39.6852874,0
1,495,"New York, Private collection Drexel",-93.9268836,39.6852874,0
2,496,"New York, Private collection Spaeth",-93.9268836,39.6852874,0
5,497,"Nottingham, Castle Museum and Art Gallery",-1.1522767,52.9519207,0
2,498,"Oxford, Private collection P. Fraser",-1.2577263,51.7520209,0
4,502,"Providence, Rhode Island School of Design",-71.407462,41.826804,0
2,505,"Würzburg, Private collection Lüddeckens",9.9533548,49.79130439999999,0
6,508,"Trier, Universität, Archäologische Sammlung",6.6371433,49.749992,0
13,509,"Salt Lake City, Church of Jesus Christ of Latter-day Saints",-111.891086,40.770438,0
4,515,"Berlin, Private collection Viereck",13.404954,52.52000659999999,0
2,519,"London, Private collection Petrie",-0.1254872,51.508515,0
3,530,"Dundee, Private collection Campbell",-3.024947,56.452445,0
1,533,"Berlin, Private collection Brugsch",13.404954,52.52000659999999,0
4,538,"Toulouse, Musée Saint-Raymond",1.444205,43.6046256,0
2,542,"Cairo, Private collection Cattaoui",31.2357116,30.0444196,0
1,543,"Albany, Institute for History and Art",-73.7552908,42.6521508,0
3,546,"Assisi, Biblioteca Communale",12.6098,43.07285,0
2,548,"Atlanta, Emory University, Egyptian Museum",-84.3259367,33.7980995,0
21,549,"Avignon, Musée Calvet",4.803902,43.9469866,0
1,552,"Cambridge (MA), Hurst Gallery",-71.1127791,42.369887,0
4,553,"Cincinnati, Art Museum",-84.49729099999999,39.114285,0
7,554,"London, Private collection Hay",-0.1265003,51.5189698,0
166,558,"Frankfurt, Liebieghaus",8.6711337,50.1020675,0
6,559,"Frankfurt, Universitätsbibliothek",8.65333,50.1204,0
9,563,"Heidelberg, Völkerkundemuseum",8.706007399999999,49.4111532,0
34,564,"Istanbul, Archaeological Museum",28.97696,41.00527,0
12,568,"Liège, Musée Grand Curtius",5.582929,50.647189,0
51,571,"Milan, Museo Archeologico",9.1802915,45.4684813,0
3,575,"New York, Public Library",-73.9780035,40.7056308,0
81,577,"Parma, Museo Archeologico",10.3279036,44.801485,0
88,578,"Pavia, Musei Civici",9.154199,45.1880114,0
7,579,"Providence, John Hay Library",-71.4013635,41.8265437,0
163,580,"Reading, Museum",-0.9703092999999998,51.4572544,0
9,582,"Swansea, Egypt Centre",-3.9806297,51.6096175,0
9,583,"Waltham Cross, Collection Meux",-0.0330964,51.68584389999999,0
9,584,"Wimborne Minster, Private collection Bankes",-2.0317977,50.8109498,0
1,597,"Pasadena, Private collection Haselden",-76.57107529999999,39.1073317,0
4,598,"Tamworth, Private collection MacGregor",-1.691032,52.633584,0
1,601,"Paris, Private collection Froehner",2.3522219,48.856614,0
35,604,"Würzburg, Martin-von-Wagner Museum",9.940812000000001,49.79334739999999,0
1,616,"Aarau, Staatsarchiv Aargau",8.04312,47.3934,0
14,619,"Aberdeen, University Library",-2.1044802,57.1653111,0
2,621,"Albi, Bibliothèque Municipale",2.146343,43.926896,0
2,625,"Arras, Bibliothèque Municipale",2.7734523,50.29154,0
1,628,"Augsburg, Bischöfliche Ordinariatsbibliothek",10.8955297,48.3727689,0
3,631,"Avranches, Bibliothèque Municipale",-1.359127,48.686424,0
11,632,"Bamberg, Staatliche Bibliothek",10.8812606,49.8921186,0
1,634,"Bergamo, Biblioteca del Clero di Sant'Alessandro",9.6772698,45.6982642,0
1,636,"Florence, Private collection Paoli",11.2480006,43.7710332,0
5,638,"Liverpool, University Library",-2.9646223,53.3998967,0
4,640,"Besançon, Bibliothèque Municipale",6.024053899999999,47.237829,0
6,642,"Boulogne-sur-Mer, Bibliothèque Municipale",1.6120792,50.7248289,0
1,643,"Bregenz, Vorarlberger Landesarchiv",9.7461843,47.5006453,0
1,645,"Bückeburg, Staatsarchiv",9.052123300000002,52.2592762,0
13,646,"Budapest, Hungarian National Museum Library",19.1430556,47.4763889,0
5,647,"Budapest, National Széchenyi Library",19.040235,47.497912,0
3,648,"Cairo, Private collection Gabra",31.2357116,30.0444196,0
1,649,"Cairo, Private collection Wadie Hanna",31.2357116,30.0444196,0
8,650,"Cambrai, Bibliothèque Municipale",3.2360542,50.1708654,0
3,653,"New York, Private collection Abemayor",-93.9268836,39.6852874,0
2,656,"Turin, Palazzo Reale",7.7309388,45.21208780000001,0
5,661,"Cambridge, Magdalen College",0.1158293,52.2102247,0
6,662,"Chartres, Bibliothèque Municipale",1.4888184,48.4435095,0
3,664,"Chur, Staatsarchiv Graubünden",9.5267305,46.85726210000001,0
3,667,"Copenhagen, Royal Library",12.5812398,55.6746411,0
20,668,"Damascus, National Museum",36.3064,33.5111,0
24,669,"Darmstadt, Hessische Landes- und Hochschulbibliothek",8.653533099999999,49.8746014,0
5,671,"Disentis, Stiftsarchiv",8.855224999999999,46.7062229,0
20,674,"Düsseldorf, Universitäts- und Landesbibliothek",6.7898817,51.19743750000001,0
15,678,"Einsiedeln, Stiftsbibliothek",8.735636399999999,47.1109258,0
5,679,"Engelberg, Stiftsbibliothek",8.402642,46.819524,0
4,680,"Epinal, Bibliothèque Municipale",6.443941,48.18151,0
1,681,"Erfurt, Stadt- und Regionalbibliothek",11.0242081,50.978151,0
7,683,"Fulda, Landesbibliothek",9.6808449,50.5558095,0
118,684,"Jerusalem, Palestine Archaeological Museum",35.21371,31.768319,0
3,685,"Fulda, Bischöfliches Priesterseminar",9.66997,50.5537,0
2,686,"Gerleve, Abteibibliothek",7.2911001,51.9778259,0
8,687,"Gotha, Universitätsbibliothek",10.712852,50.93903,0
4,690,"Bad-Hersfeld, Stadtarchiv",9.71741,50.86783,0
2,691,"Innsbruck, Universitätsbibliothek",11.4041024,47.2692124,0
2,693,"Jerusalem, Patriarchal Library",35.21371,31.768319,0
19,694,"Kassel, Landesbibliothek",9.5083918,51.32278059999999,0
12,698,"Cologne, Historisches Archiv",6.953899799999999,50.9320995,0
5,699,"Laon, Bibliothèque Municipale",3.61989,49.564133,0
1,700,"Le Puy-en-Velay, Cathédrale",3.883993,45.04349999999999,0
26,701,"Leiden, Universiteitsbibliotheek",4.4970097,52.1601144,0
5,702,"Leipzig, Stadtbibliothek",12.37497,51.33416,0
1,703,"Lichfield, Cathedral Library",-1.8319068,52.685199,0
1,704,"Lincoln, Cathedral Library",-0.5383697,53.2342741,0
5,705,"Linz, Oberösterreichische Landesbibliothek",14.3219233,48.3375598,0
3,706,"Luxemburg, Bibliothèque Nationale",6.1319161,49.6088734,0
1,707,"Luzern, Zentral- und Hochschulbibliothek",8.3089295,47.0500376,0
24,710,"Lyon, Bibliothèque Municipale",4.8575045,45.7607157,0
7,715,"Metz, Bibliothèque Municipale",6.1813815,49.1141964,0
1,716,"Graz, Steiermärkisches Landesarchiv",15.441019,47.0743333,0
3,717,"Grenoble, Bibliothèque Municipale",5.724524,45.188529,0
1,718,"Milan, Archivio Civico Storico",9.1793325,45.4704762,0
61,719,"Milan, Raccolte archeologiche",9.1793325,45.4704762,0
1,721,"Montpellier, Bibliothèque Municipale",3.892487,43.607867,0
6,722,"Montpellier, Bibliotheque Interuniversitaire",3.9011747,43.6047275,0
4,723,"Münster, Staatsarchiv",7.63519,51.96558,0
3,725,"Münster, Institut für Neutestamentliche Forschung",7.61863,51.95977999999999,0
11,726,"Namur, Archives de l'État",4.8668686,50.47238420000001,0
2,727,"Namur, Bibliothèque du Grand Séminaire",4.858767299999999,50.4633578,0
1,729,"Newcastle upon Tyne, Hancock Museum",-1.6131822,54.9805569,0
28,731,"Orléans, Bibliothèque Municipale",1.9011601,47.907684,0
1,732,"Palermo, Archivio di Stato",13.3572848,38.12686670000001,0
1,733,"Paris, Archives Nationales",2.3572369,48.8599734,0
1,734,"Paris, Bibliothèque de l’Arsenal",2.3626693,48.8511673,0
1,739,"Poitiers, Bibliothèque Municipale",0.340375,46.58022400000001,0
7,742,"Salzburg, Stiftsarchiv St. Peter",13.05501,47.80949,0
4,743,"Salzburg, Studienbibliothek",13.0419713,47.7987478,0
6,744,"Sankt Gallen, Stiftsarchiv",9.37806,47.42632,0
6,745,"Schaffhausen, Stadtbibliothek",8.641442399999999,47.7077664,0
2,746,"Solothurn, Zentralbibliothek",7.5379549,47.2086574,0
113,747,"Sankt Gallen, Stiftsbibliothek",9.37806,47.42632,0
5,748,"Saint-Omer, Bibliothèque Municipale",2.2577224,50.7476018,0
11,749,"Sankt Paul im Lavanttal, Stiftsbibliothek",14.8728467,46.7005846,0
1,754,"Toulouse, Bibliothèque Municipale",1.444209,43.604652,0
10,756,"Trier, Stadtbibliothek",6.641699999999999,49.75153,0
4,758,"Troyes, Bibliothèque Municipale",4.0744009,48.2973451,0
3,759,"Valenciennes, Bibliothèque Municipale",3.518332,50.357113,0
7,760,"Venice, Biblioteca Nazionale Marciana",12.3384237,45.4337679,0
1,763,"Weimar, Landesbibliothek",11.3316322,50.9803501,0
2,764,"Weimar, Hauptstaatsarchiv",11.3236408,50.9809955,0
38,765,"Wolfenbüttel, Herzog August Bibliothek",10.5408484,52.16404130000001,0
17,766,"Zürich, Staatsarchiv",8.544487799999999,47.3978337,0
8,768,"Kremsmünster, Stiftsbibliothek",14.128774,48.054468,0
1,770,"Schweinfurt, Stadtarchiv",10.2258398,50.0444878,0
1,774,"Paris, Private collection Puech",2.3522219,48.856614,0
19,775,"Cheltenham, Private collection Phillipps",-2.0733607,51.902707,0
1,776,"Oxford, Private collection Roberts",-1.2577263,51.7520209,0
1,777,"New York, Private collection Feinberg",-73.88715200000001,40.681095,0
1,779,"Rome, Private collection Arangio Ruiz",12.2367277,45.7725649,0
1,780,"Zürich, Private collection Caflisch",8.539182499999999,47.3686498,0
1,782,"Edinburgh, Private collection Moir Bryce",-3.188267,55.953252,0
4,783,"Regensburg, Bischöfliche Zentralbibliothek und Zentralarchiv",12.1016236,49.0134297,0
