count,id,title,address
7,715,"Metz, Bibliothèque Municipale","Bibliothèque Municipale de Metz, 25, rue Cambout, 57000 Metz, France"
1,716,"Graz, Steiermärkisches Landesarchiv","Steiermärkisches Landesarchiv, Amtsbibliothek, Karmeliterplatz 3, A-8010 Graz, Österreich"
3,717,"Grenoble, Bibliothèque Municipale","Bibliothèque Municipale d'étude et d'information, boulevard Maréchal Lyautey, BP 1095 - 38021 Grenoble, France"
1,718,"Milan, Archivio Civico Storico","Archivio Civico Storico, Castello Sforzesco, Piazza Castello, 3, 20121 Milano, Italia"
61,719,"Milan, Raccolte archeologiche","Raccolte archeologiche e numismatiche, Castello Sforzesco, Piazza Castello, 3, 20121 Milano, Italia"
3,720,"Modena, Archivio Capitolare","Archivio Capitolare, Via Lanfranco 6, 41100 Modena, Italia"
1,721,"Montpellier, Bibliothèque Municipale","Bibliothèque Municipale Centrale, 240, rue de l’Acropole, F-34000 Montpellier, France"
6,722,"Montpellier, Bibliotheque Interuniversitaire","Bibliotheque Interuniversitaire, Bibliothèque Universitaire de Médecine, 2, rue de l'Ecole de Médecine, F-34000 Montpellier, France"
4,723,"Münster, Staatsarchiv","Landesarchiv Nordrhein-Westfalen (NRW) - Staatsarchiv Münster, Bohlweg 2, D-48147 Münster, Deutschland"
3,725,"Münster, Institut für Neutestamentliche Forschung","Institut für Neutestamentliche Forschung und Bibelmuseum, Pferdegasse 1 - Georgskommende 7, D-48143 Münster, Deutschland"
11,726,"Namur, Archives de l'État","Archives de l'État, Rue d'Arquet 45, B-5000 Namur, Belgique"
2,727,"Namur, Bibliothèque du Grand Séminaire","Bibliothèque du Grand Séminaire, Rue du Séminaire 11, B-5000 Namur, Belgique"
2,728,"New York, Fordham University","Fordham University, New York, USA"
1,729,"Newcastle upon Tyne, Hancock Museum","Hancock Museum (now part of the Great North Museum), Barras Bridge, Newcastle upon Tyne NE2 4PT, UK - England"
8,730,"Nuremberg, Germanisches Nationalmuseum","Germanisches Nationalmuseum, Kartäusergasse 1, D-90402 Nürnberg [Nuremberg], Deutschland"
28,731,"Orléans, Bibliothèque Municipale","Bibliothèque Municipale d'Orléans, 1, place Gambetta, 45043 Orléans, France"
1,732,"Palermo, Archivio di Stato","Archivio di Stato, Corso Vittorio Emanuele 31, 90133 Palermo, , Cortile Gancia 2, 90139 Palermo, Sicilia, Italia"
1,733,"Paris, Archives Nationales","Centre Historique des Archives Nationales, 60, rue des Francs Bourgeois, 75003 Paris, France"
1,734,"Paris, Bibliothèque de l’Arsenal","Bibliothèque Nationale de France - Site de l'Arsenal, 1, rue Sully, 75004 Paris, France"
2,735,"Paris, Bibliothèque Sainte-Geneviève","Bibliothèque Sainte-Geneviève, 10, place du Panthéon, 75005 Paris, France"
1,736,"Paris, Institut Catholique de Paris","Institut Catholique de Paris, 21, rue d'Assas, 75006 Paris, France"
3,737,"Perugia, Biblioteca Capitolare","Biblioteca Capitolare, Perugia, Italia"
32,738,"St Petersburg, Academy of Sciences, Institute of History","Academy of Sciences, Institute of History - Archive Department, St Petersburg (formerly Leningrad), Russia"
1,739,"Poitiers, Bibliothèque Municipale","Bibliothèque Municipale, Médiathèque François-Mitterrand, 4, rue de l’Université, B.P. 619 - F-86022 Poitiers, France"
5,740,"Reims, Bibliothèque Municipale","Bibliothèque Municipale, Médiathèque Cathédrale, 2, rue des Fuseliers, F-51095 Reims, , Médiathèque Croix-Rouge, 19, rue Jean-Louis Debar (au pied du château d’eau), F-51095 Reims, , Bibliothèque Carnegie, Bibliothèque d'étude et du patrimoine, 2, place Carnegie, F-51100 Reims, France"
13,741,"Rome, Biblioteca Nazionale Centrale","Biblioteca Nazionale Centrale di Roma, Viale Castro Pretorio 105, 00185 Roma, Italia"
7,742,"Salzburg, Stiftsarchiv St. Peter","Stiftsarchiv St. Peter, Erzabtei St. Peter, Postfach 113, A-5010 Salzburg, Österreich"
4,743,"Salzburg, Studienbibliothek","Universitätsbibliothek Salzburg, Studienbibliothek, Hofstallgasse 2-4, A-5020 Salzburg, Österreich"
6,744,"Sankt Gallen, Stiftsarchiv","Stiftsarchiv Sankt Gallen, Regierungsgebäude, Klosterhof 1, 9001 Sankt Gallen, Schweiz"
6,745,"Schaffhausen, Stadtbibliothek","Stadtbibliothek, Münsterplatz 1, Postfach 91, CH-8202 Schaffhausen, Schweiz"
2,746,"Solothurn, Zentralbibliothek","Zentralbibliothek Solothurn, Bielstrasse 39, CH-4502 Solothurn, Schweiz"
113,747,"Sankt Gallen, Stiftsbibliothek","Stiftsbibliothek Sankt Gallen, Klosterhof 6D, Postfach, 9004 Sankt Gallen, Schweiz"
5,748,"Saint-Omer, Bibliothèque Municipale","Bibliothèque Municipale de l'agglomération, 40, rue Gambetta, 62500 Saint-Omer, France"
11,749,"Sankt Paul im Lavanttal, Stiftsbibliothek","Benediktinerstift Sankt Paul, Stiftsbibliothek, Hauptstraße 1, A-9470 Sankt Paul im Lavanttal, Carinthia, Österreich"
1,750,"Clitheroe, Stoneyhurst College Library","Stonyhurst College, Clitheroe, Lancashire, BB7 9PZ, UK - England"
3,751,"Stuttgart, Hauptstaatsarchiv","Hauptstaatsarchiv Stuttgart, Konrad-Adenauer-Str. 4, 70173 Stuttgart, Deutschland"
2,752,"Turin, Archivio di Stato","Archivio di Stato Torino, Piazza Castello, 209, 10124 Torino [Turin], Italia"
35,753,"Turin, Biblioteca Nazionale","Biblioteca Nazionale Universitaria di Torino, Piazza Carlo Alberto, 3, 10123 Torino [Turin], Italia"
1,754,"Toulouse, Bibliothèque Municipale","Bibliothèque Municipale d'étude et du patrimoine, 1, rue de Périgord, B.P. 7092, 31070 Toulouse, France"
1,755,"Tours, Bibliothèque Municipale","Bibliothèque Municipale de Tours, Avenue André Malraux 2 bis, 37000 Tours, France"
10,756,"Trier, Stadtbibliothek","Stadtbibliothek, Abt. Palais Walderdorff, Domfreihof 1b, 54290 Trier, , Abt. Weberbach, Weberbach 25, 54290 Trier, Deutschland"
4,758,"Troyes, Bibliothèque Municipale","Bibliothèque Municipale de Troyes, 1, rue Chrétien de Troyes, 10000 Troyes, France"
3,759,"Valenciennes, Bibliothèque Municipale","Bibliothèque Municipale, 2, rue Ferrand, BP 282, 59306 Valenciennes, France"
7,760,"Venice, Biblioteca Nazionale Marciana","Biblioteca Nazionale Marciana, Piazzetta San Marco 7, 30124 Venezia, Italia"
48,761,"Verona, Biblioteca Capitolare","Biblioteca Capitolare, Piazza Duomo, 13, 37121 Verona, Italia"
1,763,"Weimar, Landesbibliothek","Landesbibliothek - Abteilung Kommunikation, Burgplatz 4, 99423 Weimar, Deutschland"
2,764,"Weimar, Hauptstaatsarchiv","Thüringisches Hauptstaatsarchiv Weimar, Marstallstraße 2, PF 27 26, D 99423 Weimar, Deutschland"
38,765,"Wolfenbüttel, Herzog August Bibliothek","Herzog August Bibliothek, Lessingplatz 1, D-38304 Wolfenbüttel, , Postfach 1364, D-38299 Wolfenbüttel, Deutschland"
17,766,"Zürich, Staatsarchiv","Staatsarchiv des Kantons Zürich, Winterthurerstrasse 170, Irchelpark, 8057 Zürich, Schweiz"
18,767,"Zürich, Zentralbibliothek","Zentralbibliothek, Zähringerplatz 6, CH 8001 Zürich, Schweiz"
8,768,"Kremsmünster, Stiftsbibliothek","Stiftsbibliothek Kremsmunster, Stift Kremsmünster, A-4550 Kremsmünster, Österreich"
6,769,"Prague, University Library","University Library (Univerzitní Knihovna), Ovocný trh 5, Praha 1, 116 36, Czechia"
1,770,"Schweinfurt, Stadtarchiv","Stadtarchiv und Stadtbibliothek Schweinfurt, Martin-Luther-Platz 20, 97421 Schweinfurt, Deutschland"
9,771,"Rome, Biblioteca Vallicelliana","Biblioteca Vallicelliana, Piazza della Chiesa Nuova, 18, 00186 Roma, Italia"
1,772,"Rome, Biblioteca Angelica","Biblioteca Angelica, Piazza S. Agostino, 8, 00186 Roma, Italia"
1,773,"Rome, Biblioteca Casanatense","Biblioteca Casanatense, Via S.Ignazio 52, 00186 Roma, Italia"
1,774,"Paris, Private collection Puech","Private collection H.-Ch. Puech, Paris, France"
19,775,"Cheltenham, Private collection Phillipps","Private collection Sir Thomas Phillipps, Cheltenham, UK - England"
1,776,"Oxford, Private collection Roberts","Private collection Roberts, Oxford, UK - England"
1,777,"New York, Private collection Feinberg","Private collection Lawrence Feinberg, 68 Ashford Street, New York, USA"
1,778,"New York, Private collection Malloy","Private collection Alex G. Malloy, South Salem NY, USA, business address :, 15 Danbury Road #1, Ridgefield, Connecticut 6877"
1,779,"Rome, Private collection Arangio Ruiz","Private collection Vincenzo Arangio Ruiz, Roma, Italia"
1,780,"Zürich, Private collection Caflisch","Private collection Dr. L. Caflisch, Zürich, Schweiz"
1,782,"Edinburgh, Private collection Moir Bryce","Private collection W. Moir Bryce, Edinburgh, UK - Scotland"
4,783,"Regensburg, Bischöfliche Zentralbibliothek und Zentralarchiv","BischöflicheZentralbibliothek und Zentralarchiv Regensburg, St. Petersweg 11-13, D-93047 Regensburg, , Postfach 110228, D-93015 Regensburg, Deutschland"
16,784,"Grottaferrata, Abbazia di Santa Maria","Abbazia di Santa Maria, Corso del Popolo 128, Grottaferrata, Italia"
2,785,"Bad-Hersfeld, Stiftspfarrei","Stiftspfarrei, Bad-Hersfeld, Deutschland"
3,787,"Sankt Florian, Stiftsbibliothek","Augustiner-Chorherrenstift Sankt Florian, Stiftsbibliothek, Stiftstraße 1, A-4490 Sankt Florian, Österreich"
1,788,"Oxford, Magdalen College","Magdalen College, High Street, OX1 4AU Oxford, UK - England"
2,789,"Moscow, History Museum","Museum of History of Moscow, Moscow, Russia"
5,791,"Münster, Universitäts- und Landesbibliothek","Universitäts- und Landesbibliothek Münster, Krummer Timpen 3-5, D-48143 Münster, Deutschland"
6,792,"Madrid, Real Academia de la Historia","Real Academia de la Historia, Calle de León 21, E-28006 - Madrid, España"
2,793,"Nancy, Bibliotheque Municipale","Bibliotheque Municipale, 43, rue Stanislas, CS 64230 - 54042 Nancy Cedex, France"
2,794,"Bern, Stadt- und Universitätsbibliothek","Stadt- und Universitätsbibliothek, Münstergasse 61, CH-3000 Bern, Schweiz"
1,795,"Zofingen, Stadtbibliothek","Stadtbibliothek, Hintere Hauptgasse 20, 4800 Zofingen, Schweiz"
1,796,"Quedlinburg, Stiftskirche","Stiftskirche St. Servatii und Domschatz, Schlossberg 1, D-06484 Quedlinburg, Deutschland"
1,797,"San Marino (California), Huntington Library","The Henry E. Huntington Library, Art Collections, and, Botanical Gardens, Oxford Road 1151, San Marino, CA 91108, USA"
1,798,"Bad-Hersfeld, Stadtmuseum","Stadtmuseum Bad-Hersfeld, Im Stift 6a, 36251 Bad-Hersfeld, Deutschland"
1,799,"Mattsee, Stiftsbibliothek","Stiftsbibliothek - Stiftspfarre Mattsee, Stiftsplatz 1, A-5163 Mattsee, Österreich"
7,800,"Salzburg, Salzburger Landesarchiv","Salzburger Landesarchiv, Michael-Pacher-Strasse 40, A-5020 Salzburg, Österreich"
1,802,"Lahn, Diözesanbibliothek","Diözesanbibliothek Bistum Limburg, Weilburger Strasse 16, 65549 Limburg / Lahn, Deutschland"
2,803,"Wiesbaden, Hauptstaatsarchiv","Hessisches Hauptstaatsarchiv Wiesbaden, Mosbacher Str. 55, 65187 Wiesbaden, Deutschland"
2,804,"Canterbury, Cathedral Library","Canterbury Cathedral Library, The Precinct, Canterbury CT1 2EH, UK - England"
1,805,"Bordeaux, Bibliothèque Municipale","Bibliothèque Municipale (Bibliothèque de la ville), 7, rue du Corps Franc Pommiès, 33075 Bordeaux, France"
15,806,"Chur, Raetisches Museum","Raetisches Museum (Rätisches Museum), Hofstrasse 11, CH-7001 Chur, Schweiz"
1,807,"Magdeburg, Universitätsbibliothek","Otto-von-Guericke-Universität - Universitätsbibliothek, Postfach 4120, 39016 Magdeburg, Deutschland"
24,808,"Stuttgart, Württembergische Landesbibliothek","Württembergische Landesbibliothek, Konrad-Adenauer-Strasse 8, D-70173 Stuttgart, Deutschland"
2,813,"Göttweig, Stiftsbibliothek","Stiftsbibliothek, Göttweig, Österreich"
2,814,"Nuremberg, Stadtbibliothek","Stadtbibliothek, Egidienplatz 23, 90403 Nürnberg [Nuremberg], Deutschland"
4,815,"Chantilly, Musée Condé Château de Chantilly","Château de Chantilly, Musee Condé et Parc, BP 70243 60631, Chantilly Cedex, France"
2,816,"Flums, Turmarchiv","Turmarchiv, Flums, Kanton Sankt Gallen, Schweiz"
2,817,"Rome, Biblioteca Corsiniana","Biblioteca Corsiniana, Via della Lungara 10, 00165 Roma, Italia"
1,818,"Heidelberg, Private collection Eis","Private collection Helko Eis, (formerly the private collection Gerhard Eis), Heidelberg, Deutschland"
1,819,"Champvent, Private collection Leister","Private collection Karl Leister, Champvent, Switzerland"
1,820,"Dülken, Katholische Pfarrkirche","Katholische Pfarrkirche St. Cornelius, Moselstr. 6, 41751 Viersen, Rheinland, Deutschland"
10,822,"San Lorenzo, El Escorial","El Escorial, C/ Juan de Borbón y Battemberg, s/n., San Lorenzo de El Escorial, España"
2,823,"Essen, Münsterschatz","Münsterschatz, Domschatzkammer, Burgplatz 2, D-45127 Essen, Deutschland"
3,824,"Freiburg, Stadtarchiv","Stadtarchiv, Grünwälderstr. 15, 79098 Freiburg-im-Breisgau, Deutschland"
5,825,"Cairo, Society of Coptic Archaeology","Society of Coptic Archaeology, Cairo, Egypt"
28,826,"The Hague, Private collection Demarée","Private collection Rob Demarée, Leiden / Den Haag, Nederland"
2,827,"Bukarest, Muzeul Simu","Muzeul de Arta 'Anastasie Simu', Str. Obedeanu Mihail, dr. 3, Bukarest, Romania"
2,828,"Chicago, Art Institute","The Art Institute of Chicago, 111 South Michigan Avenue, Chicago, Illinois 60603-6110, USA"
2,829,"Lambach, Stiftsbibliothek","Stiftsbibliothek, Benediktinerstift, Klosterplatz 1, Lambach, Österreich"
4,830,"Ivrea, Biblioteca Capitolare","Biblioteca Capitolare, Piazza Carlo Alberto Ottinetti, 10015 Ivrea (Torino), Italia"
1,831,"Krakow, Archiwum kapituly metropolitalnej","Archiwum kapituly metropolitalnej, Wawel 3, 31-001 Kraków, Polska"
1,832,"Krakow, Historical institute","University, Historical institute, Kraków, Polska"
5,834,"Rouen, Bibliothèque Municipale","Bibliothèque Municipale, 3 Rue Jacques Villon, 76000 Rouen, France"
2,836,"Fritzlar, Dombibliothek","Dombibliothek, Doktor-Jestädt-Platz, 34560 Fritzlar, Deutschland"
1,838,"Würzburg, Staatsarchiv","Staatsarchiv, Residenzplatz 2, 97070 Würzburg, Deutschland"
1,839,"Linz, Katholisch-Theologische Hochschule","Katholisch-Theologische Hochschule, Bibliothek, Linz, Österreich"
3,840,"Mainz, Bibliothek des Bischöflichen Priesterseminars","Bibliothek des Bischöflichen Priesterseminars, Augustinerstraße 34, 55116 Mainz, Deutschland"
1,841,"Paderborn, Erzbischöfliche Akademische Bibliothek","Erzbischöfliche Akademische Bibliothek, Leostr. 21, D-33098 Paderborn, Deutschland"
1,842,"Marburg, Universitätsbibliothek","Universitätsbibliothek, Wilhelm-Röpke-Straße 4, 35039 Marburg, Deutschland"
4,843,"Merseburg, Domstiftsbibliothek","Domstiftsbibliothek, Domplatz 7, 06217 Merseburg, Deutschland"
2,844,"Monza, Biblioteca Capitolare","Biblioteca Capitolare, Duomo, Monza, Italia"
2,845,"Regensburg, Staatliche Bibliothek","Staatliche Bibliothek, Gesandtenstr. 13, 93047 Regensburg, Deutschland"
1,846,"Rossano, Biblioteca Capitolare","Biblioteca Capitolare, Museo dell’Arcivescovado, Via Arcivescovado, 5, 87067 Rossano (CS), Italia"
2,847,"New York, Private collection Wilbour","Private collection Charles E. Wilbour, New York, USA"
2,848,"Pavia, Private collection Gabba","Private collection Prof. E. Gabba, Pavia, Italia"
16,849,"Alexandria, Société Papyrologique","Société Papyrologique, Alexandria, Egypt"
3,850,"Pisa, Scuola Normale Superiore","Scuola Normale Superiore, Biblioteca, Piazza Dei Cavalieri, 7, 56126 Pisa (PI), Italia"
99,851,"Tbilisi, Kekelidze Institut","Institut Rukopisej 'K. S. Kekelidze' - Kekelidze Handschriften-Institut - Kekelidze Institute of Manuscripts of the Academy of Sciences of Georgia, (formerly the private collection G. F. Zereteli), Merab Aleksidze str., Korp. 3, Tiflis (Tbilisi), Georgia"
1,852,"Tbilisi, Museum Dzanasia","Museum Dzanasia, Tiflis (Tbilisi), Georgia"
4,853,"Périgueux, Musée du Périgord","Musée du Périgord, 22 Cours Tourny, F-24000 Périgueux, France"
2,854,"Kiev, Zentr. Wiss. Bib.","Zentr. Wiss. Bib., Kiev, Ukraine"
2,855,"Tirana, National Archive Berat.","National Archive Berat, Tirana, Shqipëri"
9,856,"Athos, Monastery of Great Lavra","Monastery of Great Lavra, Athos, Hellas (Greece)"
24,857,"Aswan, Elephantine Museum","Aswan [Assuan] Museum, Elephantine - Aswan, Egypt"
1,861,"Beer-Sheeva, Ben Gurion University","Ben Gurion University, Beer-Sheeva, Israel"
53,862,"Trento, Museo Castello del Buonconsiglio","Museo Castello del Buonconsiglio, formerly Museo Nazionale and Museo Provinciale d'Arte (MPA), Port'Aquila, 5, 38100 Trento TN, Italia"
1,863,"Salisbury, Cathedral Library","Cathedral Library, Salisbury, UK - England"
1,864,"Cava de Tirreni, Archivio della Badia","Archivio della Badia, La Trinità della Cava = Badia di Cava, Cava de Tirreni, Italia"
14,865,"Montecassino, Archivio della Badia","Archivio della Badia, Montecassino, Italia"
1,866,"Novara, Biblioteca Capitolare","Biblioteca Capitolare di Santa Maria, Via G. Puccini 11, 28100 Novara, Italia"
1,867,"Piacenza, Archivio della Basilica di San Antonino","Archivio della Basilica di San Antonino, Piazza S. Antonino, Piacenza, Italia"
1,868,"Rome, Padri Maristi","Casa madre dei padri Maristi, Via Cernaia, 14/B, 00185 Roma (RM), Italia"
2,869,"Sarezzano, Biblioteca Parrocchiale","Biblioteca Parrocchiale, Piazza Ludovico Sarzano, 1, 15050 Sarezzano AL, Italia"
3,870,"Sarnen, Bibliothek des Kollegiums","Bibliothek des Kollegiums, Benediktiner-Kollegium, Brünigstr. 177, Sarnen, Schweiz"
1,872,"Kues, Hospitalbibliothek","Hospitalbibliothek, Kues (Cues), Bernkastl, Deutschland"
2,873,"Halberstadt, Domschatz","Domschatz, Domplatz 16, 38820 Halberstadt, Deutschland"
3,875,"Trier, Dombibliothek","Dombibliothek, Jesuitenstr. 13, 5500 Trier, Deutschland"
1,876,"Bad Windsheim, Stadtbibliothek","Stadtbibliothek, Marktplatz 1, 91438 Bad Windsheim, Deutschland"
3,877,"Sélestat, Bibliothèque Humaniste","Bibliothèque Humaniste, 1, rue de la Bibliothèque, F-67600 Sélestat, France"
1,878,"Vienna, Hofburg","Hofburg, Geistliche Schatzkammer, Wien, Österreich"
2,879,"Maaseik, Church of St. Catherine","Sint-Catharina kerk (Church of St. Catherine), Kleine Kerkstraat, Maaseik, België"
6,880,"Krakow, Jagellonian University","Jagellonian University, ul.Golebia 24, 31-007 Kraków, Polska"
1,881,"Esztergom, Archiepiscopal Library","Archiepiscopal Library, Esztergom, Magyarország"
2,882,"Leon, Cathedral Archive","Archive of the cathedral, Plaza de Regla, Leon, España"
1,883,"Madrid, Convento de la Encarnacion","Monasterio de la Encarnacion, Plaza Encarnación 1, 28013 Madrid, España"
4,884,"Toledo, Cathedral","Cathedral, Bibl. del Cabildo, Toledo, España"
1,885,"Split, Chapter Library","Chapter Library, Split (Spalato), Hrvatska"
1,886,"Zara, Franciscan convent","Franciscan convent, Zara (Zadar), Hrvatska"
1,887,"Monza, Tesoro del Duomo","Nuovo Museo e Tesoro del Duomo di Monza, Piazza del Duomo, Monza, Italia"
91,888,"Rome, Badia di San Paolo fuori le mura","Badia di San Paolo fuori le mura - Lapidario Paoliniano / Paolino - Galleria lapidaria - Museo Paoliano, Piazzale di San Paolo, Roma, Italia"
1,889,"Shrewsbury, Shropshire Record Office","County Record Office, Shrewsbury, UK - England"
1,890,"Treviso, Archivio Notarile","Archivio Notarile, Via Absidi 2, Treviso, Italia"
1,891,"Miskolc, Zrinyi Ilona Secondary School","Zrinyi Ilona Secondary School, Miskolc, Magyarország"
1,892,"Oberkaufungen, Archiv des ritterschaftlichen Stifts Kaufungen","Archiv des ritterschaftlichen Stifts Kaufungen, Oberkaufungen, Deutschland"
1,894,"Jerusalem, Church of the Holy Sepulchre","Church of the Holy Sepulchre, Jerusalem, Israel"
3,895,"Patmos, Monastery of Johannes Theologos","Monastery of Johannes Theologos, Patmos, Hellas (Greece)"
1,896,"Sárospatak, Library of the Reformed Church","Library of the Reformed Church, Sárospatak, Magyarország"
1,898,"Moscow, Bibliotheca synodalis","Bibliotheca synodalis in Museo historico, Moscow, Russia"
5,899,"Messina, San Salvatore","S. Salvatore, Messina, Italia"
6,903,"Alexandria, Bibliotheca Alexandrina","Bibliotheca Alexandrina, El Chatby, P.O. Box 138, Alexandria 21526, Egypt"
7,904,"Vercelli, Biblioteca Capitolare","Biblioteca Capitolare, Palazzo Arcivescovile, Piazza D'Angennes, 5, Vercelli, Italia"
10,906,"Thessaloniki, Byzantine Museum","Byzantine Museum, Thessaloniki, Hellas (Greece)"
4,907,"Location unknown, Private collection Buckler","Private collection W. H. B Buckler, Location unknown"
1,908,"Nancy, Faculté des Lettres","Faculté des Lettres, 3 Place Godefroi de Bouillon, BP 3317 - 54015 Nancy cedex, France"
3,909,"Woolstone, Private collection Lady Longmore","Private collection Lady Longmore, Woolstone, UK - England"
50,910,"Oxford, Private collection Crum","Private collection Walter Ewing Crum, Oxford, UK - England"
17,911,"Leipzig, Private collection Steindorff","Private collection Georg Steindorff, Leipzig, Deutschland"
59,912,"Washington, Catholic University of America","Catholic University of America, Institute of Christian Oriental Research, Washington, D.C., USA"
8,913,"Orléans, Musée historique et archéologique","Musée historique et archéologique, Place de l'Abbé Desnoyers, 45000 Orléans, France"
1,914,"Reykjavik, National Museum of Iceland","National Museum of Iceland, Suðurgata 41, 101 Reykjavík, Iceland"
6,915,"Assiut, Museum of Antiquities","Museum of Antiquities, Assiut, Egypt"
108,916,"Ismailia, Museum","Ismailia Museum, Ismailia, Egypt"
3,917,"Kazan, University","Kazan State University, Kazan, Tatarstan, Russia"
4,918,"Peoria, Lakeview Center","Lakeview Center for the Arts and Science, Peoria, Illinois, USA"
18,919,"St Petersburg, Institute of Oriental Studies","Institute of Oriental Manuscripts, (formerly Asia Museum / Asiatisches Museum), Russian Academy of Sciences, St Petersburg (formerly Leningrad), Russia"
1,920,"Rome, Vatican, Museo Borgiano","Museo Borgiano (no longer in existence), Città del Vaticano - Roma, Italia"
109,921,"Rome, Vatican, Museo Gregoriano Egizio","Museo Gregoriano Egizio, Città del Vaticano - Roma, Italia"
27,922,"Location unknown, Private collection Mond","Private collection R. Mond, Location unknown"
19,923,"Location unknown, Private collection Ayrton","Private collection E. R. Ayrton, Location unknown"
3,924,"Cologne, Seminar für Ägyptologie","Seminar für Ägyptologie, Meister-Ekkehart Straße 7, D-50923 Köln, Deutschland"
50,926,"Heidelberg, Seminar für Ägyptologie","Universität Heidelberg, Seminar für Ägyptologie, Marstallhof 4, 69117 Heidelberg, Deutschland"
19,927,"Mariemont, Musée Royal","Musée Royal de Mariemont, Mariemont, Belgique"
2,928,"Ekaterinburg, State Museum of Fine Arts","State Museum of Fine Arts, Ekaterinburg (Yekaterinburg), Russia"
10,929,"Odessa, State Archaeological Museum","Odessa Museum of Archaeology, Ukraine"
4,932,"Perm, University A.M. Gorky","University A.M. Gorky, 15, Bukireva str., Perm, Russia, 614990"
1,933,"Williamsburg (Virginia), College of William and Mary","College of William and Mary, Williamsburg (Virginia), USA"
1,937,"Marburg, Westdeutsche Bibliothek","Westdeutsche Bibliothek, (formerly Hessische Bibliothek), Marburg, Deutschland"
1,939,"St Petersburg, Society for ancient literature","Fund for the Society for ancient literature, St Petersburg (formerly Leningrad), Russia"
2,944,"Sankt Gallen, Vadiana","Kantonsbibliothek, Hauptstelle: Stadtbibliothek Vadiana, Notkerstrasse 22, 9000 Sankt Gallen, Schweiz"
1,948,"UK, Private collection Ch. Nicholson","Private collection Sir Charles Nicholson, Location unknown, UK - England"
1,949,"Location unknown, Private collection E. Smith","Private collection E. Smith Esq., Location unknown"
1,950,"UK, Private collection Salt","Private collection Henry Salt, Location unknown, UK - England"
1,951,"Farnham, Pitt-Rivers Museum","Pitt-Rivers Museum, now The Museum Inn, Farnham, Dorset DT11 8DE, UK - England"
1,953,"Balbos, Private collection Bruce","Private collection Robert X. Bruce, Balbos, California, USA"
4,956,"Switzerland, Private collection Jéquier","Private collection Gustave Jéquier, Location unknown, Suisse"
4,962,"Paris, Musée du Petit Palais","Musée du Petit Palais, Avenue Winston Churchill, 75008 Paris, France"
9,963,"Birmingham, City Museum","Birmingham City Museum - City Art Gallery and Museum, Chamberlain Square, Birmingham, UK - England"
2,964,"Beijing, Peking University","Peking University, Beijing, China"
330,965,"Khartum, National Museum","Sudan National Museum (SNM), Khartum, Sudan"
1,967,"Location unknown, Private collection Stuart","Private collection Stuart, Location unknown"
2,968,"Raleigh, North Carolina Museum of Art","North Carolina Museum of Art, Raleigh, USA"
1,970,"London, Wellcome Institute for the History of Medicine","Wellcome Institute for the History of Medicine, 1 Wimpole Street, London, UK - England"
6,971,"Rome, Museo di Egitto e Vicino Oriente","Museo di Egitto e Vicino Oriente, Università di Roma (La Sapienza), Via Palestro 63, 0185 Roma, Italia"
2,972,"Paris, Private collection T.-L. Fraser","Private collection Major T.-L. Fraser, Paris, France"
4,973,"Newark, Museum","Newark Museum, Newark (New Jersey), USA"
2,974,"Brunswick, Bowdoin College","Bowdoin College, Brunswick, Maine, USA"
468,975,"Aberdeen, Anthropological Museum","Anthropological Museum, Broad St, Aberdeen, UK - Scotland"
1,976,"Location unknown, Private collection Guterman","Private collection A. Guterman, Location unknown"
10,977,"Huesca, Museo arqueológico","Museo arqueológico provincial de Huesca, Huesca, España"
2,978,"Charlotteville, Virginia, Private collection Colker","Private collection Marvin L. Colker, Charlottevlle, Virginia, USA"
5,979,"Location unknown, Private collection Edgerton","Private collection Edgerton, Location unknown"
2,980,"Kiev, National Library","National Library of Ukraine (Bibliothèque Nationale d'Ukraine), Kiev, Ukraine"
1,982,"Montevideo, Natural History Museum (Antropology)","National Natural History Museum, Museo Nacional de Historia Natural y Antropologia, Division Antropologia, Avda. de las Instrucciones 948, Montevideo, Uruguay"
4,983,"Nettelham, Private collection Hood","Private collection Mme Hood, Nettelham, Lincolnshire, UK - England"
4,984,"Olomouc, Oblastní Museum","Oblastní Museum, Olomouc, Czechia"
1,985,"Beijing, National Library","National Library, Beijing, China"
153,986,"Madrid, Museo Arquelógico Nacional","Museo Arquelógico Nacional, calle Serrano, 13, Madrid, España"
1,987,"The Hague, Museum Lunsingh Scheurleer","Museum Lunsingh Scheurleer, Den Haag, Nederland"
1,988,"Stockholm, Royal Library","Kongelige Biblioteket [Royal Library], Handskriftsavdelningen, Stockholm, Sverige"
3,989,"Stockholm, National Museum","National Museum of Antiquities, Stockholm, Sverige"
12,991,"Linz, Museum Kapuzinerbibliothek","Oberösterreichisches Landesmuseum - Kapuzinerbibliothek, Museumstraße 14, Linz, Österreich"
4,993,"Moscow, Russian State Library","Russian National Library, 3/5, Vozdvizhenka Street,, Moscow, 119019, Russia"
77,994,"Karlsruhe, Badische Landesbibliothek","Badische Landesbibliothek, Erbprinzenstrasse 15, 76133 Karlsruhe, Deutschland"
131,995,"Lissabon, Museu Nacional de Arqueologia","Museu Nacional de Arqueologia, Praca do Império, 1400 Lisboa (Lissabon), Portugal"
3,1000,"London, Soane's Museum","Sir John Soane's Museum, 13 Lincoln's Inn Fields, London, UK - England"
1,1001,"London, Private collection Symes","Private collection Robin Symes, London, UK - England"
